name;pixelCount;target;original;blur;contrast;gamma
1153214053_4c5b39c7ea_1041_12692384@N00;200000;11;2;0;2;2
1160563038_b1c06f3868_1102_42383671@N00;786432;6;6;5;6;6
1165979336_786010e06a_1285_11714766@N04;786432;7;7;4;6;7
1174015085_97ad37e498_1016_83131204@N00;674816;8;8;5;8;8
1177529206_add1dfd7cb_1312_96718123@N00;786432;6;6;5;6;6
1185164528_f6ccac8bfe_1374_11454191@N07;126474;5;5;5;5;5
1187650180_07ddb18338_1121_82595282@N00;127680;5;5;2;5;4
1195565117_2a7b927f13_1044_24074889@N00;701440;8;8;3;8;7
1204223095_ec3b200666_1077_78739794@N00;174762;5;5;5;5;5
1207492693_bcd35444d8_1440_91943670@N00;699392;7;6;5;6;6
1208561129_d43fe5e8fd_1190_69843933@N00;700416;7;8;6;8;8
1210490318_f1683907a7_1288_7686727@N02;194000;7;7;6;7;7
1217763754_dfa99e185b_1271_11942303@N02;187500;7;4;0;3;4
1218611652_8dbedc6ec8_1029_11975222@N06;702464;6;6;4;5;5
1237483186_13b0226b28_1070_69229986@N00;861184;7;7;6;7;7
1244165888_26b82bc3f0_1268_73439432@N00;697344;7;7;4;7;7
1244553309_f063e69b71_1018_47864451@N00;671744;9;9;7;8;9
1249756140_86d3f603bb_1439_13346627@N00;167000;6;5;0;5;4
1250364583_6b4ef6e302_1009_50655231@N00;187500;6;5;1;5;5
1254821225_4cd667c131_1328_12072086@N04;786432;6;6;6;6;6
1262815523_1a1834329b_1177_7911821@N02;786432;5;5;2;5;5
1272542287_266004b7ed_1296_45414250@N00;166500;5;5;2;5;5
1273164645_c4a7b5873b_1032_11047904@N08;199500;7;5;0;5;5
1285174664_53f7737173_1336_19623720@N00;701440;8;8;1;8;8
1290002461_92455ae7ab_1286_31699527@N00;786432;6;6;6;6;6
1290935168_7a9286537e_1194_31699527@N00;786432;6;6;5;6;6
1292200109_66e9b0c2cf_1109_26883195@N00;689152;5;5;5;5;5
1313810379_24237b2997_1051_14128850@N00;187500;6;4;0;4;4
1315908549_b4a8706aaa_1343_17093421@N00;699392;6;6;5;6;6
1333571060_e28f017971_1341_31485272@N00;166500;8;3;0;3;3
1336412585_2b9ac9ec4e_1122_9157850@N08;698368;7;7;5;7;7
1336513762_88247f2fa0_1207_51035650787@N01;786432;5;5;5;5;5
1341772107_056fa501d2_1030_69755357@N00;786432;6;6;3;6;5
1342600501_cfcd494ad7_1309_10439839@N04;166500;5;5;5;5;5
1342600515_95cd0e7a43_1106_10439839@N04;166500;5;5;1;5;5
1348204470_b1a195b72d_1373_25587708@N00;697344;7;7;2;7;7
1351680625_cfe669fc35_1064_11812618@N02;699392;7;7;5;7;7
1351682971_d0eda5067e_1267_11812618@N02;699392;7;7;4;7;7
1351723489_e4f8c2a6d4_1358_13447091@N00;166500;7;6;1;6;6
1351736307_ad8f1699f5_1241_11812618@N02;699392;6;6;4;6;5
1352517042_fe133c8392_1020_11812618@N02;699392;6;6;6;6;6
1353076490_b9a3c26cf6_1350_13176167@N08;173500;5;5;5;5;5
1353076978_acecaf7398_1287_13176167@N08;176000;5;5;2;5;5
1354072638_6d005dd017_1318_12742322@N02;697344;6;6;6;6;6
1359338465_add92cab8e_1166_71654172@N00;209000;5;4;0;4;4
1363092667_7d653ea33b_1431_11351114@N06;701440;7;7;6;7;7
1363350242_db4ca144a0_1434_46556310@N00;697344;5;5;5;5;5
1366546453_6ca6e58d71_1189_8402464@N07;167000;5;5;3;5;5
1376119993_afcf5fb1e9_1252_56124520@N00;173500;5;5;4;5;5
1376123585_3f60146b11_1155_56124520@N00;176000;6;6;2;6;6
1379453252_704c9c7058_1086_11132250@N00;179000;6;6;6;6;6
1381163984_083b029bbd_1004_71565291@N00;187500;6;6;0;6;5
1388732202_d7a0ff4343_1067_13408471@N06;699392;7;7;5;7;7
1389887499_fb4b437b41_1408_13602467@N05;745472;5;4;2;4;4
1393729167_78b33c06a4_1353_11129338@N06;222500;5;5;5;5;5
1399325483_3d7bb9d1a0_1259_11322101@N06;879616;6;6;4;5;5
1400654939_44a2b661d4_1151_45295246@N00;167000;7;6;0;6;6
1403095931_9beb6a99c2_1055_34787600@N00;786432;8;8;1;8;8
1408211090_3b883fb064_1422_91108062@N00;786432;6;6;6;6;6
1412620293_8240cc9e96_1175_10097505@N00;786432;8;8;3;8;8
1414394465_e660a926f4_1003_83407700@N00;786432;5;5;3;5;5
1416012864_0cafdee693_1069_98464681@N00;699392;7;7;6;7;7
1417221774_513c9d8307_1396_45295246@N00;167000;6;4;0;4;4
1421904023_a38d64f2ee_1205_9898956@N02;701440;5;5;4;5;5
1428592498_82122d311f_1437_8138023@N08;786432;9;8;4;8;8
1439003492_1b32121222_1170_9437509@N06;697344;7;7;4;7;7
1443685166_3d864499c5_1374_14135487@N03;786432;9;7;1;5;6
1445399529_fb58d50e0c_1244_14117888@N07;699392;6;6;3;5;6
1445725478_e59f7e675c_1400_23324812@N00;838656;5;5;5;5;5
1448505404_87a56a0451_1066_13940813@N02;697344;7;7;5;7;7
1448693972_f9546bb433_1264_52818162@N00;166500;5;4;0;4;4
1472065799_6be4b9fee7_1055_12346946@N00;786432;7;7;2;6;7
1481923713_6c3c6ed1a7_1221_14548074@N04;187500;6;6;2;6;6
1485606996_7144ff4d98_1243_12487324@N03;789504;6;6;6;6;6
1487094582_5229222efc_1081_14349134@N05;699392;5;5;4;5;5
1493750373_42f317b336_2342_14612994@N07;184000;7;7;1;7;7
1501061563_3eee0b776d_189_75179431@N00;786432;10;10;0;9;10
1511653953_343e02c900_2252_49008495@N00;748544;5;6;5;6;6
1524851524_151c84e92d_2348_12862544@N07;162000;5;5;1;4;3
1526391026_9c971d2982_2126_7812053@N07;786432;7;7;7;7;7
1534132871_f0321ea1ed_2133_14820501@N02;699392;6;6;3;5;5
1537762265_105b771938_2142_14879181@N08;167500;5;5;1;5;5
1542092120_b2b1176a61_2039_89386169@N00;187500;5;5;2;5;5
1543258893_819bc4f334_2327_7260772@N08;786432;5;5;5;5;5
1545674615_a0ad7e7539_2082_70426727@N00;695296;6;6;6;6;6
1556108281_b1b397b0e2_2206_15189363@N00;166500;8;0;0;0;0
1558966691_a39ccd4607_2398_10801163@N00;163760;9;0;0;0;0
1562115272_bb1cacb454_2115_23324812@N00;931260;5;5;5;5;5
1566590949_df4760ecee_2126_7351526@N05;740110;7;7;5;6;7
1569756605_a9395a24e1_2048_55594118@N00;786432;6;6;6;6;6
1580499180_7e57b503e5_2044_15030185@N05;166000;9;6;1;6;6
1583688284_a5b8d174b2_2207_8293786@N07;699392;10;10;4;10;10
1594541755_e69c64f80b_2130_44391752@N00;786432;6;6;6;6;6
1604145028_8a22a341cd_2378_15281896@N02;757760;7;7;6;7;7
1646261901_741846beb8_2023_13447091@N00;166500;5;1;0;1;0
1661425120_5f14c2fca1_2113_15137189@N07;838656;5;5;5;5;5
1684082872_cce5aed622_2119_69229986@N00;838656;6;6;5;6;6
1692662163_81015348c6_2071_99725717@N00;537152;5;4;4;4;4
1704000645_1bf31348aa_2081_15475309@N02;683298;6;6;6;6;6
1719860479_572ac38313_2341_47658660@N00;672768;5;5;5;5;5
1737926102_3ad2c8b6c1_2026_54793119@N00;838656;5;5;4;5;5
1751549168_76a167018b_2175_14032055@N05;786432;5;5;3;5;5
1752280113_8a065c0171_2244_16257374@N02;699392;6;6;4;6;6
1769080153_d3c333501f_2296_12378472@N05;699392;7;7;3;6;7
1782016570_4487dbda62_2186_51243825@N00;167500;5;5;4;5;5
1794535529_e20d6f0e0f_2339_65823119@N00;736256;5;5;4;5;5
1803307747_10c9062046_2188_43248919@N00;187500;9;8;3;8;8
1806286549_f545f021a7_2222_86526939@N00;180000;6;6;6;6;6
1806287491_b24cc28211_2363_86526939@N00;171000;6;4;0;4;4
1806579525_d4aa160143_2289_11155154@N00;187500;5;5;2;5;5
1807136418_eb33a14303_2314_86526939@N00;231000;6;6;5;6;6
1807961199_d6a66f67bc_2037_12742322@N02;706560;6;6;6;6;6
1809891667_2860f40cc6_2349_12751683@N00;786432;8;8;3;8;8
1818326951_55484b7623_2306_68677958@N00;166500;8;6;2;6;6
1835053176_acddc0f67e_2239_78495325@N00;700416;6;6;4;6;6
1888823275_c31f5207f2_2140_71927314@N00;786432;7;5;5;5;5
1896259948_567500440a_2137_18625447@N04;700416;6;6;4;6;6
1929458667_3129c61c0c_2251_26828146@N00;166000;7;2;0;2;1
1951990918_11f7061352_2152_99319294@N00;153600;6;6;1;6;6
1951992234_ea14d1444f_2116_99319294@N00;153600;6;6;1;6;6
1951995726_436242ac31_2056_99319294@N00;153600;6;3;0;3;3
1953407065_759b396884_2416_31621343@N00;701440;7;7;6;7;7
1955602280_e5dc5b3797_2135_11147621@N07;166000;6;6;4;6;6
1963355793_0fd9902c18_2358_72939190@N00;697344;6;6;4;6;6
2023044962_edf44260b9_2381_20753562@N05;786432;6;6;6;6;6
2026607598_ab6854cae6_2242_12576087@N00;662528;7;7;7;7;7
2050873053_5d8864bc11_2200_9380939@N08;697344;6;6;6;6;6
2052277331_9493a3fea1_2098_90642970@N00;715776;9;8;2;8;8
2052782485_be65bfa373_2170_21023761@N02;786432;7;7;2;7;7
2053729866_ffc1186678_2053_12596481@N05;697344;7;7;6;7;7
2060505714_ede335c9b4_2117_28939583@N00;699392;7;7;3;7;7
2062630015_483dd549c2_2230_8494264@N03;786432;6;6;4;6;6
2063218590_4d6236713e_2377_12104639@N00;952320;6;6;5;6;6
2063274952_08d58e4537_2067_20733661@N00;786432;6;6;5;6;5
2074058792_47d5ab45fd_2044_66436229@N00;208500;6;6;6;6;6
2079971259_03007266b8_2266_21458686@N04;838656;6;6;5;6;6
2080755318_dfa805ea27_2149_21458686@N04;838656;6;6;6;6;6
2091272114_9582324f67_2269_8319353@N07;786432;7;6;4;6;6
2091508343_19ebe02577_2181_30318573@N00;187500;7;5;0;5;5
2099265543_57acb493dc_2300_11067663@N05;199000;6;6;5;6;6
2102536910_47ace8ca6e_2205_54814082@N00;168000;6;6;2;6;6
2107570949_6b9362511b_2144_39471939@N00;699392;7;7;7;7;7
2107581835_eeeb6a4786_2396_39471939@N00;699392;7;7;7;7;7
2108294854_4ff41b8d7a_2235_39471939@N00;699392;6;5;4;5;5
2110907925_b0c269a187_2315_7630592@N06;163000;6;6;1;6;6
2112973676_b646bac251_2304_73439432@N00;799744;6;6;6;6;6
2113606603_ace717427a_2343_23964389@N00;178500;7;7;5;7;7
2114500095_84facb112a_2013_85979850@N00;785408;6;6;5;6;6
2115062148_0da17700d3_2344_10277014@N03;166500;6;6;5;6;6
2118057741_6f6073cb97_2030_69727789@N00;786432;6;6;0;6;6
2118803149_555007a8ff_2415_64246909@N00;748544;6;6;6;6;6
2123181968_48aeed3247_2380_7981815@N05;701440;8;7;5;7;6
2123344454_ae9f3c7a11_2001_15356129@N00;198000;7;7;5;7;7
2123766567_b6ac355650_2130_19211054@N00;786432;8;8;8;8;8
2129564655_c8a56d1076_2089_35834204@N00;786432;9;8;5;8;8
2130601107_df2d321cc1_2050_50435419@N00;776192;6;6;6;6;6
2133043623_ec0786a884_2399_42783290@N00;696320;9;10;4;10;10
2134028749_75628d554d_2202_85568283@N00;786432;6;6;4;6;6
2134106347_6a8b6e0454_2262_16218902@N00;731136;7;7;7;7;7
2135091605_4d7b240bc8_2006_48384955@N00;838656;6;6;5;6;6
2136908634_dce802a576_2265_41091619@N00;603876;6;6;4;6;6
2137194110_74c7ae26ab_2280_7660546@N04;957440;7;7;6;7;7
2139172841_61d11df8e2_2164_8037877@N03;699392;7;7;3;7;7
2139425544_22b41d0b58_2220_48929795@N00;863232;6;6;5;6;6
2139762942_edbdd39fb9_2148_84279479@N00;200000;7;7;3;7;7
2140640478_62516c6f5d_2207_9757587@N05;684032;7;6;6;6;6
2140642416_21f3104ca3_2088_9757587@N05;680960;7;7;6;7;7
2148376147_b089a270f8_2066_7255089@N05;699392;7;7;4;7;8
2148687584_21228ce741_2075_44281394@N00;786432;6;6;4;6;6
2150352154_d3171a4acd_2207_19499218@N00;699392;6;6;6;6;6
2156486009_3b8500613f_2227_13446629@N03;786432;6;6;2;6;5
2156745520_dbfe051721_2339_7322882@N05;786432;7;7;5;7;7
2161866324_115ed1ba2b_2180_83504395@N00;786432;7;7;7;7;7
2163316087_006ed1bc0c_2129_9978153@N02;187500;6;3;1;2;2
2166577829_08b61ff7b7_2272_8566779@N06;187500;6;4;0;4;4
2168089170_b3ce2e60a6_2208_72399739@N00;786432;7;6;5;6;6
2172875881_714f2a9c0a_2375_22231134@N00;786432;6;6;2;5;6
2179375033_dee5478cc1_2180_47568208@N00;699392;6;7;6;7;7
2179993458_31a230822b_2216_8151471@N08;167500;8;6;0;6;4
2181226160_7c2214e5dd_2341_9832165@N05;699392;6;6;4;6;6
2181287020_e92d519011_2337_7978959@N08;701440;7;7;6;7;7
2181525163_18b9ddd36a_2118_56473863@N00;786432;7;7;2;7;7
2184263657_882758ebd8_2324_21400760@N03;178000;6;5;0;5;5
2184494336_f14364b25b_2192_73903784@N00;167500;6;6;3;6;6
2184494536_3cc5492fc5_2043_73903784@N00;167500;6;6;4;6;6
2187051780_73ef85f06d_2087_11339081@N07;786432;9;9;5;9;9
2195921103_7bcc435308_2148_99319294@N00;786432;7;7;7;7;7
2196337959_d833d21f21_2374_34372001@N00;786432;6;6;5;6;6
2196687572_4fb350e9f1_2352_42139548@N00;166000;6;7;6;6;6
2196907265_4be1a198c1_2177_20389714@N07;167000;6;3;0;3;2
2197269165_795d200718_2005_94519987@N00;701440;8;8;5;6;8
2197694518_1c41a9f7e0_2328_20389714@N07;167000;6;1;0;1;1
2199296364_5446789d22_2053_34372001@N00;786432;7;7;5;7;7
2201552531_a05d6eba03_2024_98061969@N00;187500;7;3;0;2;2
2201553033_21637363ec_2318_98061969@N00;187500;7;1;0;1;2
2216562667_5ccc121793_2381_60246295@N00;786432;8;8;3;8;8
2221397266_462eab6ba2_2138_24438374@N00;187500;7;7;3;7;7
2228100915_12125e946a_2179_8812323@N08;699392;7;8;8;7;7
2229985817_3e3dc0dcc7_2232_16104739@N00;701440;7;7;7;7;7
2230360320_dd86086714_2410_45147375@N00;699392;7;6;1;6;6
2241473431_79ec60387d_2384_10047035@N00;697344;7;7;6;7;7
2242266012_c94f47d568_2299_10047035@N00;702464;7;7;6;7;7
2242276670_7d29d93153_2146_10047035@N00;730112;7;7;7;7;7
2242752212_806aa56756_2030_10180327@N02;786432;7;7;4;7;7
2242753866_be6b84c9c5_2032_10180327@N02;786432;7;7;6;7;7
2246221356_1992c46b3e_2375_20755575@N08;699392;7;7;7;7;7
2248348957_0bfdd7c129_2160_20003823@N00;427230;7;7;3;7;8
2252241394_5eb0bd78ae_2129_37982855@N00;699392;7;7;7;7;7
2267735725_1bc32931fe_2058_21322900@N00;697344;8;8;3;8;9
2268522830_1c7712cda8_2136_21322900@N00;697344;7;7;5;7;7
2277060979_1b8a540e07_2059_23921651@N05;819200;7;7;6;7;7
2282150319_d64fb5a5bf_3241_35034345387@N01;699392;7;7;1;7;7
2284661792_5989044bb1_2314_23859729@N03;699392;7;7;5;7;7
2288117348_48c91997c5_3127_63076241@N00;187500;7;7;5;7;7
2288296653_e5bae61b4b_2276_15882728@N00;193000;7;6;4;6;6
2291461787_e03ff253b5_2123_11324320@N08;699392;8;8;7;8;8
2294779293_722631c599_3156_58191008@N00;744448;8;8;5;8;8
2324958860_c4ea41d6e9_3134_14081386@N03;184500;7;3;0;2;2
2325836386_6d1093b2a5_2076_52905413@N00;699392;7;7;7;7;7
2328392042_fb275ab0c8_2142_97434557@N00;861184;7;7;6;7;7
2354655213_5acdd3a84c_2115_35917449@N00;838656;7;6;5;6;6
2358263076_c01f552cbe_3112_10516145@N07;712704;8;8;4;8;8
2377249543_f2a49897e4_2014_46653945@N00;718848;7;6;2;6;5
2382054560_6259fbc3ee_3120_29062630@N00;202500;7;7;1;7;7
2451614094_d16b1a0dd5_3147_75255210@N00;166000;7;5;1;5;5
2451614168_5c3580e3e5_2378_75255210@N00;166000;7;5;0;5;5
2472810577_3de1410263_3128_25186460@N07;178500;7;2;0;2;2
2475883623_a4c51c42b4_3146_99876441@N00;753664;10;9;0;9;10
2495538480_1005163c54_3288_26591045@N05;744448;8;7;2;7;7
2505877802_3be7bbd204_2019_12504296@N07;699392;7;7;3;6;7
2511172624_46412988ba_2060_21487041@N03;175000;9;9;6;8;8
2512384140_4d5d35050d_3017_12504296@N07;838656;7;7;5;7;7
2515596896_1fd6978f82_2252_18597660@N04;620800;7;7;8;7;7
2515596954_1d6df4e833_3085_18597660@N04;616308;7;7;4;7;7
2522446250_5d14125d8d_3013_23730431@N06;780288;8;8;5;8;8
2525432373_2af10feb0a_3247_23806189@N00;228000;7;7;2;7;7
2527179637_86824d17c1_2209_66516113@N00;187500;7;7;3;7;6
2528192696_29d785d9e5_2155_95169080@N00;786432;7;7;4;6;6
2529284630_03ae1b6d7f_3162_51686676@N00;701440;11;9;1;9;9
2534424561_e828840860_2281_37141994@N00;166500;7;5;0;5;5
2535483769_be868f0fda_3106_14835337@N08;786432;7;7;6;7;7
2538058354_fa304d2316_2229_26256523@N06;699392;7;7;7;7;7
2539858224_4158018254_2220_7914635@N03;699392;7;7;6;7;7
2539968479_34e984577c_2399_96695539@N00;786432;9;7;1;7;8
2553414316_d9c8fb6b15_3139_8159845@N06;200000;7;7;2;6;7
2560412718_a861e59777_3047_14289230@N03;786432;8;8;5;8;8
2565794439_f6335d85b3_3110_96108145@N00;786432;7;7;6;7;7
2569786770_b7996b0d5b_3092_7536961@N03;187500;8;7;0;4;4
2577283690_445ba97b3d_2372_12566099@N07;786432;10;10;4;9;9
2588127197_46d3f40a63_3257_23758508@N00;202500;8;7;1;6;6
2588961096_7c43dfdfb4_3006_23758508@N00;168000;8;7;2;7;7
355564140_744fe8f7d2_139_76168536@N00;166000;8;6;0;6;6
360187366_5c804586da_131_61623139@N00;786432;9;9;5;9;9
360192629_e41c326877_153_61623139@N00;786432;8;8;5;8;8
369658755_98899d6330_126_70921839@N00;187500;9;8;1;8;8
371279837_a377fb4885_150_50449658@N00;786432;8;8;3;8;8
375347182_1670984ef7_146_44892158@N00;187500;8;8;3;8;8
381215741_265e79e07e_136_44124356900@N01;749568;9;9;7;8;8
425394688_267f3b5080_174_7315905@N06;791552;8;8;7;8;8
428883473_8bed733a4b_185_53029186@N00;699392;8;8;5;8;8
444160509_f632dfb3e5_190_20697060@N00;786432;9;9;3;9;9
1086287443_c8bbb487f7_1129_11289853@N02;786432;8;8;3;8;8
1098114178_5b862e049d_1328_7914635@N03;786432;11;11;7;11;11
1121913261_9321c785c6_1371_8465308@N07;699392;12;12;5;12;12
1122740330_2dbc258f00_1308_8465308@N07;700416;9;9;6;9;8
1132687353_52921503bb_1206_91365651@N00;786432;12;12;6;12;12
1171693871_e3b3649ad7_1156_87225578@N00;697344;13;12;3;12;12
1171756825_5d309919e9_1388_87225578@N00;697344;13;12;6;11;11
1185052262_aa45d0802e_1120_17842394@N00;786432;8;8;5;7;7
1228799853_e8c72105c6_1231_74075822@N00;786432;10;10;9;10;10
1229604756_19f9a9b09f_1176_74075822@N00;786432;10;10;9;10;10
1235676822_8e2cf2dbdf_1246_23389727@N00;699392;14;14;8;14;14
1244548635_335222687c_1027_47864451@N00;655360;9;9;7;9;9
1244559247_d8a220b92f_1091_47864451@N00;721920;8;8;8;8;8
1244562429_a8b91a2417_1198_47864451@N00;762880;8;8;8;8;8
1251821227_ef5c31d2e3_1195_47715766@N00;839680;10;10;9;10;10
1265309409_ae96f56549_1076_7381462@N06;701440;10;9;3;8;10
1305708419_f72b326cc0_1270_77289898@N00;181476;10;1;0;2;2
1316452759_2c6433d0c6_1117_39683045@N00;786432;8;8;5;8;8
1316850464_059ccf6457_1303_17093421@N00;699392;11;10;10;10;10
1332663407_c224cadf0a_1163_12530314@N02;698368;9;9;7;9;9
1351726065_1c547441f4_1274_11812618@N02;699392;12;11;5;11;11
1367178063_0b87a2eaf3_1247_24408461@N00;169000;8;8;2;8;8
1375134812_ef3f6339bb_1001_61235405@N00;673792;10;8;6;8;8
1377132948_9ba06c797c_1197_71896124@N00;699392;9;9;6;9;9
1381320931_84ee347e9c_1320_10505143@N02;166500;12;11;1;11;11
1403097917_18d0947407_1248_34787600@N00;786432;9;9;2;9;9
1418454809_e9d94e68f3_1194_10323195@N02;180500;12;1;0;1;1
1426265127_16d1ba89c7_1052_9776171@N06;786432;8;8;6;8;8
1443327433_96590d2167_1034_10394078@N07;699392;10;10;2;10;10
1451089545_b79c4f8a85_1125_51035731372@N01;187500;12;10;0;9;10
1490321862_ec4e5434a7_1417_11832924@N05;697344;10;10;4;10;10
1535605697_19307ba74a_2407_61812409@N00;187500;14;0;0;0;0
1678918823_02f0281be6_2335_42871015@N00;166500;13;0;0;0;0
1684055214_41fbde7471_2300_69229986@N00;748544;11;11;10;11;11
1715872052_02e31710bc_2239_10801163@N00;204304;9;9;0;9;9
1719696892_117a9f4a84_2239_18596944@N00;173000;9;0;0;0;0
1721121853_9549d4a622_2259_12028800@N05;166500;9;0;0;0;0
1813437382_20323582b5_2382_12589792@N05;892928;12;12;12;12;12
1849007943_960ac01934_2247_17682221@N07;786432;14;14;9;14;14
1904310052_b3f87f4db7_2109_73432889@N00;731136;12;12;5;11;11
1904318772_48c31e8872_2332_73432889@N00;744448;10;10;3;10;10
1963920939_83efaa3e98_2211_72939190@N00;697344;8;8;7;8;8
2006408409_651757c3cd_2351_13588009@N02;724992;12;12;4;12;12
2006787555_a598b61182_2160_13588009@N02;838656;12;12;6;12;12
2024911732_764fa53918_2078_31905608@N00;145376;8;2;0;2;1
2051533328_e64a2f7654_2169_13217414@N06;697344;13;12;5;12;12
2054735218_0384383b6f_2353_11764144@N03;166500;10;1;0;1;1
2054735812_a8066682e5_2337_11764144@N03;166500;11;0;0;0;0
2055391203_f875d2bb99_2296_58944004@N00;699392;8;8;4;8;8
2056051985_aa45e60db2_2249_8692813@N06;187500;9;9;3;8;8
2057467261_74ec6ae9e7_2254_74405317@N00;786432;9;7;3;7;5
2058153431_9e5b9069fa_2036_82514542@N00;701440;10;10;6;10;10
2058248477_daafaf0632_2375_66597387@N00;699392;8;8;5;8;8
2058940864_d367ae17a1_2131_82514542@N00;701440;10;10;8;10;10
2059729337_84b5966a32_2031_28939583@N00;699392;12;12;10;12;12
2061322515_3d88e6a26b_2386_35237098411@N01;683008;12;10;3;8;8
2076241760_b9b6fdf43a_2343_48543100@N00;731136;9;9;8;9;8
2083003482_219510e14c_2126_23955292@N00;835584;12;12;11;12;12
2091389356_a49f9c929f_2285_7581488@N04;695296;13;13;6;13;13
2092564872_7a7ccf8132_2347_47957091@N00;187500;11;10;0;10;8
2095772879_4b1d32fbb1_2161_44124356900@N01;749568;9;9;6;9;9
2106282242_59536f7d2b_2058_16874846@N04;173323;8;8;1;8;8
2115728550_af6eb3e145_2072_10749660@N06;743626;8;8;5;8;8
2119222206_790fd0305f_2282_44124427374@N01;699392;12;12;9;12;12
2119399966_1666e008a4_2345_43879964@N00;838656;10;10;9;10;10
2124546096_36dee35fbf_2048_19211054@N00;786432;8;8;8;8;8
2139017691_91c5ac091c_2378_13212043@N03;698368;13;12;5;12;12
2139768223_8f8cc99270_2023_60898836@N00;187500;8;8;0;8;8
2139849465_1f40ce8587_2207_18775660@N00;699392;9;9;7;9;9
2145266717_9cc74f70e1_2108_61276221@N00;699392;9;8;5;7;8
2145597361_b4c4109236_2173_50508914@N00;749568;14;14;10;14;14
2146699154_017081ab74_2304_66353259@N00;699392;9;9;8;8;9
2146868506_ed4a0853d1_2255_76994867@N00;701440;8;8;7;8;8
2147622042_3988f06610_2096_18593577@N04;786432;8;8;7;8;8
2147943585_41c256e64d_2156_21200017@N04;726016;8;8;2;8;8
2149739691_3c8cb00db8_2107_64107874@N00;786432;10;10;4;10;10
2150526681_0d88ea762d_2288_30126248@N00;697344;10;10;8;9;9
2155419069_a86230f03f_2380_68941862@N00;710656;8;8;7;8;8
2163144744_4a36bda1a6_2166_20901882@N03;769024;10;10;7;9;9
2164433535_83f0bfc561_2241_28423104@N00;187500;13;13;1;13;11
2164633433_d2b6cd6f8b_2071_14913076@N05;745472;8;8;5;8;8
2166576233_564cb5f11e_2407_83345467@N00;166500;12;11;2;11;11
2168716459_1a962c6da4_2121_73912931@N00;157296;10;10;1;10;9
2173659509_334caeb34c_2043_74488481@N00;786432;8;8;8;8;8
2180018825_109e82c817_2356_9181937@N03;786432;10;10;2;10;10
2183937996_ac1a3819df_2115_17293309@N04;199000;11;9;3;9;8
2184359657_6ac70de030_2103_66481598@N00;699392;9;9;9;9;9
2192353219_af808fd717_2364_8675762@N07;820224;11;10;8;10;10
2192634464_9577756831_2355_15775662@N00;748544;9;9;6;9;9
2193691787_696b2fdd86_2067_37987459@N00;699392;13;12;7;12;12
2193973444_5600cc7ef2_2413_83688465@N00;196000;11;9;1;9;8
2199889592_64a7cd7e49_2062_20492214@N00;166000;9;6;0;4;3
2201222790_07a813dbed_2073_17471852@N00;748544;13;13;8;13;13
2201553929_8067f97080_2069_98061969@N00;187500;12;3;1;3;4
2202344036_fda2359224_2209_98061969@N00;187500;8;0;0;0;0
2202345280_323bee1105_2404_98061969@N00;187500;8;7;0;7;5
2203283626_3e43e60e17_2202_20947166@N00;838656;9;9;9;9;9
2203393755_e5b0634fe9_2154_25084244@N00;786432;11;10;5;9;9
2221133435_ca0d1123f7_2057_22409657@N05;786432;9;8;6;8;8
2222520734_44e60bc1d4_2022_20947166@N00;838656;9;9;8;9;9
2225775560_c1eb8fa51a_2006_23234180@N02;786432;12;12;6;12;12
2228361461_fe083ee64f_2061_11291250@N00;166500;10;10;2;10;10
2233483577_9633c4a316_2151_63817448@N00;718824;9;9;4;9;9
2244122437_e66500d312_2152_55616657@N00;757760;11;11;7;11;11
2244645343_691c527b4f_2095_78826555@N00;701440;8;8;7;8;8
2267734989_f5dafd358d_2335_21322900@N00;697344;8;8;6;8;8
2268540018_89372f5f98_2001_21322900@N00;697344;9;9;4;9;9
2273377350_ec5b6148ab_2360_32826012@N00;786432;9;9;6;9;9
2275763419_bda26761e2_2355_25801622@N00;786432;11;11;4;11;11
2277279283_cb1de5ef6a_2373_17962660@N00;699392;13;13;10;13;13
2280482759_4ca71d997d_2376_84197163@N00;697344;11;11;7;11;10
2281753020_b8fa61fa81_3097_7908450@N03;701440;9;9;0;9;9
2281809618_dd941b23b8_2313_8075483@N07;786432;10;10;9;10;10
2282803497_c63d57be46_2022_66007759@N00;754688;13;13;10;11;11
2284111398_12fcc931dd_3169_57815233@N00;786432;10;9;4;9;9
2287866761_9d782bc68a_3075_33941854@N00;749568;9;8;7;8;8
2290516493_e9fb4f07a9_3178_65329846@N00;698368;11;11;5;11;11
2296003515_f460bf5426_3157_30408221@N00;187500;10;5;0;3;2
2315231176_f07ba7d1c3_2386_9930481@N08;786432;11;11;8;10;11
2324865056_8ffb0d229d_2167_87166592@N00;1047552;13;13;5;13;13
2332530852_61c882f5f7_3113_9987385@N04;786432;9;9;9;9;9
2332532744_9e938e4f87_2031_9987385@N04;786432;10;9;9;9;9
2349936364_6b874ae105_2113_7457973@N06;699392;9;9;5;8;8
2352232545_22688b1f74_2308_49502995879@N01;575436;12;11;5;11;10
2355914393_dca2f219e6_3248_54832572@N00;699392;11;11;6;11;11
2362939889_fc7794f2e2_2006_59743262@N00;786432;11;10;7;10;10
2378435970_e2d4027350_2080_74405317@N00;1048576;9;9;8;9;9
2384538152_60749396b9_2292_25285939@N04;786432;13;13;10;12;12
2384868172_4f699694aa_2055_37924865@N00;699392;10;10;7;10;10
2384868670_0c5d556e59_3293_37924865@N00;699392;13;13;6;13;13
